,0
98,she just can't stand one sister with a new baby and another sister being pregnant and taking the spotlight off of h… https://t.co/f2Ra7JLqkP
99,Read the room buddy you really wanna be known for this? #sad  https://t.co/NfahcaR9e0
100," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
101,@learnaboutsam #SAD you conflate #opioidepidemic with #cannabis as it relates to suicide.
102,@seanhannity This is now a proven lie of course you don’t give a shit & will as per usual grossly mislead your followers. #desperate #sad
103,@senrobportman Yeah but it’s at OUR expense. Your tax cuts and deficit spending are ballooning the natl debt by $t… https://t.co/D8MiKmRHsZ
104,I have been sharing buts and pieces here and there but not all only God know all my reasons to be sad and how the a… https://t.co/fwRWWpf6T2
105,sometimes i feel like im really on it and then i find out nico jaar and loco dice dropped new work unbeknownst 2 me #sad
106," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
107," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
108,@ellinghausen @hamishNews Swapped his usual blue tie for red #culturalappropriation #sad
109, @Ahaley: The sad part about @TXStarsRingo charity is that no one would rescue him and he has to live in the @HEBCenter #sad #trashpanda…
110,"Fax! It's amazing how @MelKiperESPN one segment says ""stats are for dummies and he had nobody around him"" when spea… https://t.co/upYuHy3Dmf"
111," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
112,The fbi cares more about corruption in college basketball than a potential school shooter. Shows what our priorities are. #sad
113,So sad that I can't even hug my graduating students goodbye because of all these paper works that can actually pass… https://t.co/DgtOCwARhG
114,@morningmika @FedEx How can @FedEx support an organization that supports the killing of our kids? #sad
115,Our country is falling apart! This is about respect for authority and order. @MIT @Harvard and @Yale encouraging st… https://t.co/5uUtC4arWZ
116,"i feel so empty.
you’re gone and there’s nothing left.

i was doing okay before now.
but memories hit me like a bus… https://t.co/hXeUOq4SDa"
117,"*One of these men includes someone who posted as a ""joke"" in a long-ago messageboard a ""satirical"" ""libertarian"" im… https://t.co/xBOvfSUtmB"
118,@ClintonMSix14 @realDonaldTrump It’s really a handicap for you trolls who don’t understand how democracy works. #sad
119,@ClintonMSix14 @JBrooks191 @jah0145 @realDonaldTrump #fakenews They were investigating Carter page before that even happened #Sad
120,@morninggloria Cmon only a week in LA and this is how you do? #sad Downhill from here...
121, @realitybypamela: I just love @lawrence when he gets on a roll. ❤️ He’s calling out Gen. John Kelly for being used by Trump. #sad end to…
122," @nishtunishaa: It's your smile 
Which makes me 
Cool and calm
When I am sad or angry 
#smile #cool #calm #sad #angry #editsbybirdies #yo…"
123,The sad part about @TXStarsRingo charity is that no one would rescue him and he has to live in the @HEBCenter #sad #trashpanda #txstars
124," @deidremunn: Lots of $$$
#Sad https://t.co/fJiourv1uK"
125," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
126," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
127,"@Jacob_Temp55 @commonsense3945 @GerardoRitchey @FoxNews @TeamCavuto Don't bother.  ""Common sense"" here is just desp… https://t.co/XtQ1p7ZPhZ"
128," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
129," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
130,Trump’s America #Sad https://t.co/ikjcNJmYW6
131,@Jonny_Universe @imsokelsey @bigoldflutesolo @bernthis @1776Stonewall Of course there are emotions involved. The em… https://t.co/lvN4tdjb5o
132," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
133," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
134,"If you haven't checked out come to listen my new songs:
- #SoundCloud: https://t.co/tUEwVQCzzK
- #Bandcamp:… https://t.co/YNB2iKAeT6"
135,Brandi gets evicted. MY REACTION @BrandiGlanville #BigBrother #CelebrityBigBrother #sad #imcrying #unacceptable… https://t.co/yYUjhHIOu7
136," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
137,@unfollowcarter #sad it was nice while it lasted. i’ll have my lawyers call yours
138," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
139," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
140," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
141," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
142," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
143," @jihadaeon1: @ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
144,Cheaters never win just look at POTUS he is insecureknows he didn’t deserve the position knows he had the elect… https://t.co/zGXZiEtj99
145,@jaketapper The question might have been intended for Dana originally as the person stated and then was clearly dir… https://t.co/eNAkt1W871
146,@CNNPolitics All Democrats (some fanatically) several w/concerning backgrounds several who were caught in unethic… https://t.co/KL60WQIGwl
147,"There are more accurate words to describe @RepTenney's character but I'll stick with #Repugnant.

#sad… https://t.co/VOhcfIU7ro"
148,@realDonaldTrump Believer of teachings of Christ. Us must not mean you. Pls #humbleyourself #wickedtongue… https://t.co/OK6lpXNK9B
149,No one cares anyways. #suicide #sad #deep
150,Looking at old #Hevon clips on YouTube when they were sneaking around and in love #Sad #YR
151,Now that I think about it..🤔Chynas head was pretty trash😧😖🚮#sad
152,@HillaryWarnedUs Damn that hurt to unfollow him but yeah. #sad
153,"@TheNewPornos My SO and I were humming ""Mutiny I Promise You"" and felt the hankering for more cowbell... I mean to… https://t.co/LHnYvjSoNs"
154,The @breakfastclubam interview gives me the utmost respect 4 #Monique speaking out on the constant unequal treatmen… https://t.co/lN6NOgrHgC
155,@johannask @nytimes Poland is not whitewashing history. The bill penalizes the use of phrase polish concentration c… https://t.co/SqNxcxXeAz
156,@realDonaldTrump It isn't that our immigration laws are so bad. It's our #IllegitimatePOTUS/#basTURDPresident is so… https://t.co/4nUcSU3krL
157,Is there where you do your grocery shopping ? 👌🏼 #Sad https://t.co/E5hsEzWz0Q
158,@CheriMolonLabe8 @SteveHusker @realDonaldTrump @CNN @MSNBC Oh Honey. So delusional. #sad 😂😂😂😂
159,.@NRA made a call to their puppet @realDonaldTrump and he is no longer talking about raising the age to purchase au… https://t.co/nfDt2WYph0
160,I just saw a commercial for @Walmart that had the song I Just Can’t Get Enough from @depechemode   I just died a little. #No #Sad
161,The old Obi Wan Kenobi Star Wars  line “Who’s the more foolish? The fool or the fool who follows him?” is a perfect… https://t.co/5lR55R2zgO
162,@mommamyrn @rlbouwman @MMFlint Roger isn't very good at this trolling thing is he? Are all #NRA members braindead? #sad #muted
163,@realDonaldTrump @WhiteHouse Weird how you do t. Red a cheat sheet to talk shit but need one to be sympathetic. #Sad #Ubum.
164,@MeeraSuresh5 Exactly Dr. @MeeraSuresh5 . It is the real glimpses of 'sovereign DEMOCRATIC republic of India'..! #Sad
165,#sad.   What is going on in this USA? https://t.co/y6KugE85HH
166,I always hate seeing luke go home #sad
167,"Have you ever tried Light Therapy?  I wanna know what you think! 

#seasonalaffectivedisorder #lighttherapy #SAD — looking for sunshine"
168,@Alkermes #sad @realDonaldTrump couldn’t get any help
169,"ham radio

seriously? a euro pile up to work 
new york on 40m !! 
how crap are your stations?

#sad"
170,@endurabledude @JudiLembke @realDonaldTrump @CNN @TuckerCarlson Why not? Bury the truth? &Yes we all need a note to… https://t.co/5qsqP4cOxt
171,@realDonaldTrump Oh is just as smart as you . Not really saying much  is it. We see the people you pick to do jobs… https://t.co/Qr2kxo4GLA
172,It is with much sadness and regret that I have to withdraw my name from consideration.  My wife would kill me if I… https://t.co/Z62nxhWCSJ
173,Hey @FedEx your continued support of the @NRA (side note @NRA how do you have so few followers on @twitter #sad) m… https://t.co/2ooePD7EST
174,@KatrinaPierson Don’t think they like shoplifters anyway. They should appreciate your comments. #Sad
175,@realDonaldTrump You'll forgive us if we don't trust your interpretation of who is smart. #StableGenius  #Sad.
176,If Suicide Wasn’t A Permanent Decision I Would Have Killed Myself By Now. #suicide #sad #deep
177,My heart sings for the friends that have found their soulmate but at the same time my heart hurts bc I long for the… https://t.co/VFmCoXLjS6
178,Come on @TuckerCarlson this is a #sad segment no one ever said #wind will reduce #oil demand wind is #energy and… https://t.co/ZbsDJ4xdYX
179,not gonna lie I’m extremely depressed I’m not in Dallas for my last season. NCA is so much fun and I’m living vica… https://t.co/2inWLh99cD
180,That moment you wished Pizza Hut would also have pizza insurance...😢#damn #pizzahut #sad #presentation… https://t.co/iripJc82mW
181,"So am I wrong or is the largest ""LAND"" mammal an ELEPHANT?? IT IS NOT A ""Whale"" WHALES ARE IN THE WATER!!! UGH if i… https://t.co/xna6KuCelJ"
182,@SusanDWeiss @KenWestby @Kddid15 @UndrgrndM @drw1018 @MichaelSkolnik @NRA @FedEx @UPS Yeah...I can relate. Sort of… https://t.co/PvAcE1JRQF
183,I need friends... #bored #sad #anxious #latinboy #mexicanboy #help #weneedyournewalbumSM @ShawnMendes #ShawnMendes https://t.co/iQLDVstsBE
184,@FullSpecResist @HamiltonGeyser @jimmyz_73 @RasKPT @JoyceCarolOates As for yr question the laws need to change. Th… https://t.co/3troRojw0o
185," @Ldrtchbrd: It's not an increase in mental illness either. #sad #ItsTheGunsStupid 
#GunControlNow https://t.co/IzJufCKixU"
186,I'm trapped in a glass cage and I will cut myself all over getting out if it means being with you. #emotion #deep #deepshit #you #love #sad
187,@unionjackgamer Just left from YT. I followed so your rules. 💯 Yet you didn't include my name. You said U.S. could… https://t.co/OZkMB7hO07
188,Here is yet another example of the DUMBING DOWN of AMERICA! #SAD https://t.co/u1P1sRnYn6
189,I remember when @NumberNineDC was supported by the #lgbt community.  It’s a shame the last two visits have been exa… https://t.co/gnMGcyllF8
190,@daviddoel hey buddy just watched your summary of the town hall and loved the Canadian perspective. If I am not wr… https://t.co/WjMvk2rEHQ
191," @Ashtons_Drums86: I am so sick and tired of this world
#sad #fedup https://t.co/UngBFTpbjB"
192,@lafleurmtl @KurtSchlichter ...having served with and been commanded by Quebecois who volunteered as both enlisted… https://t.co/t0occGSa4Z
193,Apparently all of #Mensa was unavailable.  #Sad https://t.co/NWNgjddTqp
194,"@CNN Oh brother

SO ignorant SO tone deaf SI@out of touch. . .  #sad"
195,What a sad scared shell of a man must drive this. #sad https://t.co/HhGaA5CKVs
196,@TheBeatWithAri @MSNBC #LAWLS @msnbc chasing a story about money laundering from 10 years ago. #sad. Hey maybe… https://t.co/c9t65SApZY
197,"@yogagenie @GrizzleMeister ""Protect & serve"" is now revealed to be ""Protect ourselves & self-serve"" For this… https://t.co/ZcDxA2qYJr"
198,Wow. Just wow. I’m at a loss for words thinking of the lives of those that passed. #sad https://t.co/mlGzqDxEdf
199,Seasonal Affective Disorder: Being #SAD During Winter Is Real https://t.co/rXHseK4EDF
200,@realDonaldTrump Mr. President I must report that @FLGovScott has one upped you. #SAD #realDonaldTrump #NeverAgain… https://t.co/VWIoYoQNB5
201,"#Trump #Republicans 
#TrumpEffect #FoxNews
#NRA are #sad fools https://t.co/GUhCI24g6c"
202,@MattGlenesk On Senior Night.  #sad
203,@edsheeran recently learned that you'll be playing in Atlanta on my 21 birthday but the only tickets left are sing… https://t.co/Us8hiUeSH1
204," @LaynieR: #Sad  “Rohrabacher is immersed up to his nose in these crimes.""https://t.co/eOCPxWtD9z"
205,"It’s 2018. And White people still have a culture of violence.
#Sad https://t.co/MNROMLf5Bh"
206,"@steph93065 @MiaJYoung0201 ""Protect & serve"" is now revealed to be ""Protect ourselves & self-serve"" For this… https://t.co/oaden9FaYy"
207," @LaynieR: #Sad  “Rohrabacher is immersed up to his nose in these crimes.""https://t.co/eOCPxWtD9z"
208,@TMobileHelp hey guys I went to the store on Southcenter blvd in Tukwila WA and for the first time in more than a… https://t.co/7G3OK0Az9q
209,"Can #LightTherapy Help with #SAD - #Depression? 
https://t.co/mldWFuskLm 
#NIMH has used LightTherapy with SUCCESS… https://t.co/HQvHDxEuao"
210,What now? Thousands of opium farmers employed by snakey crisis delegates in the last 48 hours fear job loss once MU… https://t.co/r3vM0Y8OO9
211,"#BREAKING:After making a MALICIOUS claim that Media ""LOVES MASS SHOOTINGS"".@NRA Spox.@DLoesch does an interview wi… https://t.co/oim9DUpeZD"
212,As the elite athletes of the world who have dedicated years to prepare for this moment are involved in the compet… https://t.co/4MiiPWmP30
213,@CBSNews Yet nothing put towards Russia. #Sad
214, @kincintheslot: Only idiots put petty grudges ahead of a child's best interests. #sad #selfish #stupid
215,@billmckibben Indeed. #Sad !!
216," @LaynieR: #Sad  “Rohrabacher is immersed up to his nose in these crimes.""https://t.co/eOCPxWtD9z"
217,@NRA Your SCUM association literally lobbies AGAINST GUN SAFETY LAWS. You people don't care if children bleed and d… https://t.co/iXLEJvjT0E
218,"#Sad  “Rohrabacher is immersed up to his nose in these crimes.""https://t.co/eOCPxWtD9z"
219,@realDonaldTrump @SecretService @cnnbrk @CBSNews @NBCNews @SNLUpdate They may protect your ass but can they cover… https://t.co/Sl6KId4Mq1
220,Says the man who faked his way out of military duty five times. @realDonaldTrump @POTUS @WhiteHouse - complete lack… https://t.co/57GXMJuo3i
221,Doesn't suck when a talented person is instantly better than you in something that took you years of hard work to r… https://t.co/VSJiOUi63X
222,@apatrickafr @albericie @FinancialReview @apatrickafr Not sure highlighting how you verballed @albericie helps your case #owngoal #sad
223,Only idiots put petty grudges ahead of a child's best interests. #sad #selfish #stupid
224," @M8Shit: Isn't it slightly inconvenient when your best isn't enough?
#sad"
225,Have you ever thought about the fact that we could have been “Feeling the Bern” but now our country is just burning… https://t.co/U7mUFewSto
226,@hellointhere_ @ShannonTtexas @countrysherry @sammyintheair @camaromullett @villamarshmello @chrltthnsn… https://t.co/MaRjx0B67M
227, @JeffyMRA: It's gettin so you can't even strip naked and fire a gun into the air... #sad https://t.co/A4T0SI3391
228,@realDonaldTrump @FLOTUS @TurnbullMalcolm @WhiteHouse @thepmo @StateDept @SecNielsen @SecretaryRoss Melania ditches… https://t.co/jBVlh7Iy3V
229," @M8Shit: Isn't it slightly inconvenient when your best isn't enough?
#sad"
230," @M8Shit: I try to chain my tongue but my pen spills my secrets faster.
#sad"
231,Again you’re very uninformed 30/30 lever action or pump action 30.06 hunting rifles are more powerful than an AR.… https://t.co/RDSGEcpK14
232,As @realDonaldTrump would say..... #Sad https://t.co/HgHBls61jk
233," @M8Shit: I think the world would be a better place if people were honest with themselves
#sad"
234, @KelseyFionaBich: I picked this daisy earlier and put it on my Grandmas grave ❤️😭#Sad #DeadGrandma #HotBabes #HornyGirl https://t.co/m4l…
235,"#ResignSheriffIsrael You failed in your duties and you should step down immediately.  ""If you have a lone wolf assa… https://t.co/zbAgUmc0wr"
236,Missing the double pump😓 #doublepump #FortniteBattleRoyale #FortniteBattleRoyal #fortnite #fortniteseason3 #game #sad
237,@TribeEphraim @kelllyanneliese @librtysandwich @meganparty @cmckulka @sarahchad_ @evilemilie #sad is you. Sad little man protecting his gun.
238,I don't want to attack a student involved in a massacre so I'll say that the lying liars around him failed him comp… https://t.co/6WeGDCVgqZ
239,@McDonaldsCanada York Mills & Leslie - lesson learned - check ur drive thru order. Paid for 2 double & 2 single fil… https://t.co/VPm2dy6eXH
240,I don't understand why the rest of the world has these avocado restaurants and NOT Los Angeles. We are literally ri… https://t.co/ktYDCAwDJW
241,TWO MILLION DOLLARS against @SenCortezMasto.  They spent $2M on Joe Heck in 2016.  #sad
242,@jptrib1 @hardball Somebody never had a birthday party attended by anyone but servants.... #Sad
243,"Psychology say when a person appears in your dreamthat person wants to see you.
OMG😱😱So @KDTrey5  wants to see me… https://t.co/ErbPXywUbV"
